,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
783,719,,,,,,,,1.0
784,720,,,76,,,1.0,,1.0
785,721,,,,,,,1.0,1.0
786,722,,,,,,,1.0,1.0
787,723,,,,,,,1.0,1.0
788,724,4.0,,,,,,,1.0
789,725,3.0,,,,,,,1.0
790,726,2.0,,,1.0,,,1.0,1.0
791,727,4.0,,,,,,,1.0
792,728,,,167,,,1.0,,1.0
793,729,,,167,,,1.0,,1.0
794,730,,,167,,,1.0,,1.0
795,731,,,167,,,1.0,,1.0
796,732,,,167,,,1.0,,1.0
797,733,,,167,,,1.0,,1.0
798,734,,,167,,,1.0,,1.0
799,735,,,167,,,1.0,,1.0
800,736,,,167,,,1.0,,1.0
801,737,,,167,,,1.0,,1.0
802,738,,,167,,,1.0,,1.0
803,739,,,167,,,1.0,,1.0
804,740,,,167,,,1.0,,1.0
805,741,,,167,,,1.0,,1.0
806,742,,,167,,,1.0,,1.0
807,743,,,167,,,1.0,,1.0
808,744,,,167,,,1.0,,1.0
809,745,5.0,,,,,,1.0,1.0
810,746,3.0,,,,,,,1.0
811,747,5.0,,,1.0,,,,1.0
812,748,,,197,1.0,1.0,1.0,1.0,1.0
813,749,,,197,1.0,1.0,1.0,1.0,1.0
814,750,3.0,,,1.0,1.0,,,1.0
815,751,5.0,,,1.0,,,1.0,1.0
816,752,4.0,,,1.0,,,,1.0
817,753,2.0,,,,,1.0,1.0,1.0
818,754,4.0,,,1.0,,,1.0,1.0
819,755,4.0,,400,,,,,
820,756,3.0,,,,,,1.0,1.0
821,757,3.0,,,,,,,1.0
822,758,2.0,,,,,,1.0,1.0
823,759,6.0,,,,,,,1.0
824,760,,,,,,,1.0,1.0
825,761,,,,,,,1.0,1.0
826,762,,,62,,,,1.0,1.0
827,763,4.0,,,1.0,1.0,,1.0,1.0
828,764,,,,,,,1.0,1.0
829,765,,,,,,,1.0,1.0
830,766,,,,,,,1.0,1.0
831,767,,,,,,,1.0,1.0
832,768,,,,,,,1.0,1.0
833,769,,,,,,,1.0,1.0
834,770,,,,,,,1.0,1.0
835,771,4.0,,,1.0,,,,1.0
836,772,2.0,,,,,,,
837,773,,,,,,,,
838,774,2.0,,,1.0,1.0,,1.0,1.0
839,775,3.0,,,,,,,1.0
840,776,,,,,,,,
841,777,4.0,,,1.0,,,,1.0
842,778,,,3530,1.0,,,,
843,779,,,6000,1.0,,,,
844,780,3.0,,,,,,,
845,781,2.0,25.000,56,1.0,,,1.0,1.0
846,782,,,120,1.0,1.0,,,1.0
847,783,,,,1.0,,1.0,,1.0
848,784,3.0,,68,1.0,,1.0,,1.0
849,785,3.0,,,1.0,1.0,1.0,,1.0
850,786,4.0,,35,1.0,,1.0,,1.0
851,787,,,130,1.0,,,,1.0
852,788,2.0,,,,,1.0,,
853,789,1.0,63.000,4,1.0,,,,1.0
854,790,,,,,,,,1.0
855,791,3.0,,,,,1.0,,
856,792,2.0,,,,,,1.0,1.0
857,793,2.0,,,,,,1.0,1.0
858,794,2.0,,,,,,1.0,1.0
859,795,2.0,,,,,,1.0,1.0
860,796,2.0,,,,,,1.0,1.0
861,797,2.0,,,,,,1.0,1.0
862,798,2.0,,,,,,1.0,1.0
863,799,2.0,,,,,,1.0,1.0
864,800,2.0,,,,,,1.0,1.0
865,801,2.0,,,,,,1.0,1.0
866,802,2.0,,,,,,1.0,1.0
867,803,,,300,1.0,,,1.0,1.0
868,804,2.0,,,1.0,,,1.0,1.0
869,805,1.0,,35,,,,,1.0
870,806,,,,,,,,
871,807,,,,,,,1.0,1.0
872,808,4.0,85.000,403,1.0,,,,
873,809,,,,,,,,
874,810,4.0,,,,,,,
875,811,1.0,,28,1.0,,,,
876,812,,,,,,,1.0,1.0
877,813,,,,,,,1.0,1.0
878,814,,,,,,,,
879,815,3.0,,,1.0,,,,
880,816,,,147,,,1.0,,1.0
881,817,,,147,,,1.0,,1.0
882,818,,,119,,,,1.0,1.0
883,819,3.0,,,1.0,,,,1.0
884,820,,,,1.0,,1.0,,1.0
885,821,,,,,,,,
886,822,,,,,,,,
887,823,3.0,,,,,,1.0,1.0
888,824,5.0,,,1.0,,,,1.0
889,825,2.0,,,,,,1.0,1.0
890,826,3.0,,,,,,,1.0
891,827,2.0,,50,,,,1.0,1.0
892,828,2.0,,,,,,,1.0
893,829,3.0,,63,1.0,,,,
894,830,1.0,,,1.0,,,,1.0
895,831,,,44,1.0,,,,
896,832,,,,1.0,1.0,,,1.0
897,833,,,,,,,,1.0
898,834,,,,1.0,,,1.0,1.0
899,835,,,,1.0,1.0,,,1.0
900,836,,,,,,,,
901,837,,,,,,,1.0,1.0
902,838,1.0,,,1.0,,,,1.0
903,839,7.0,,500,1.0,,,,
904,840,2.0,,,,,,,1.0
905,841,4.0,,,,,,,
906,842,,53.000,24,,,1.0,,
907,843,,,295,,,,1.0,1.0
908,844,,,120,,,1.0,,1.0
909,845,,,1250,,,,1.0,1.0
910,846,,,371,,,,,1.0
911,847,5.0,,184,,,,,1.0
912,848,5.0,,184,,,,,1.0
913,849,5.0,,184,,,,,1.0
914,850,5.0,,184,,,,,1.0
915,851,,,280,,,,1.0,1.0
916,852,,570.000,480,1.0,,,1.0,1.0
917,853,,140000,,,,,,
918,854,,125000,90,1.0,,,,1.0
919,855,1.0,,33,1.0,,,1.0,1.0
920,856,1.0,,33,1.0,,,1.0,1.0
921,857,1.0,,26,1.0,,,1.0,1.0
922,858,,,90,1.0,,,1.0,1.0
923,859,2.0,,36,1.0,,,1.0,1.0
924,860,,,37,1.0,,,1.0,1.0
925,861,,,28,1.0,,,1.0,1.0
926,862,,,34,1.0,,,1.0,1.0
927,863,,,45,,,,,
928,864,1.0,,115,1.0,1.0,,1.0,1.0
929,865,1.0,82000,36,1.0,,,,1.0
930,866,1.0,,116,,,1.0,1.0,1.0
931,867,1.0,,,1.0,1.0,1.0,,1.0
932,868,1.0,,,1.0,1.0,1.0,1.0,1.0
934,869,3.0,,84,1.0,1.0,,1.0,1.0
935,870,1.0,,,,,1.0,,1.0
937,871,,,,1.0,,,1.0,1.0
938,872,,,,,,,,1.0
940,873,,,160,1.0,,,1.0,1.0
942,874,2.0,,,,,1.0,1.0,1.0
943,875,2.0,,38,1.0,,1.0,,
944,876,,,,1.0,,,,
945,877,,,,,,,,
946,878,,,,,,,,1.0
948,879,,,,,,,1.0,1.0
949,880,5.0,198.000,,1.0,,,1.0,1.0
951,881,,,,,,1.0,1.0,1.0
953,882,4.0,,,,,1.0,1.0,1.0
954,883,,180.000,,,,,,1.0
955,884,,,,,,,1.0,1.0
956,885,,,,1.0,,,,
957,886,,,,,,,1.0,1.0
958,887,,,,1.0,,1.0,,
959,888,,,,1.0,,1.0,,
960,889,,,9,1.0,,,,1.0
961,890,4.0,,,1.0,1.0,1.0,,1.0
962,891,3.0,,,,,1.0,,1.0
963,892,,,,1.0,,,1.0,1.0
964,893,5.0,,110,1.0,,,1.0,1.0
965,894,,,,,,,1.0,1.0
966,895,,,,,,,,1.0
967,896,,,091,,,,,1.0
968,897,,,,,,,1.0,1.0
969,898,,,70,,,,1.0,1.0
970,899,,,225,,,,,
971,900,1.0,,,1.0,,,,
972,901,3.0,,,1.0,,1.0,,
973,902,,,,,,,,
974,903,,,,,,,,
975,904,,,,,,,,
976,905,,,,,,,,
977,906,,,,,,,,
978,907,,,400,,,,,
979,908,,632,,,,,,
980,909,,,,,,,1.0,1.0
981,910,1.0,,,,,,1.0,1.0
982,911,2.0,,,,,,,
983,912,,,,,,,,1.0
984,913,,,,,,,,
985,914,2.0,,,,,1.0,1.0,1.0
986,915,,,,,,,,
987,916,3.0,,338,,,,,
988,917,5.0,,,1.0,,,1.0,1.0
990,918,3.0,,,1.0,,,1.0,1.0
991,919,,,,,,,1.0,1.0
992,920,,65000,,1.0,,,1.0,1.0
993,921,2.0,,,,,,,
994,922,,,,,,,,
995,923,,,,,,,,
996,924,,,,,,,,1.0
997,925,,,105,1.0,,,,1.0
998,926,,,,1.0,,,1.0,1.0
999,927,1.0,,68,,,1.0,,
1000,928,,,601,,,,,1.0
1001,929,,,,,,,1.0,1.0
1003,930,,,,,,,,1.0
1004,931,,,,,,,1.0,1.0
1005,932,3.0,,,,,1.0,,
1006,933,,167.000,55,,,1.0,,
1008,934,2.0,,,,,,1.0,1.0
1010,935,,,,,,,,1.0
1012,936,,,,,,,,1.0
1013,937,,,,,,,,1.0
1015,938,,,,,,,,1.0
1016,939,,,,,,,1.0,1.0
1017,940,,,,,,,,1.0
1018,941,,140000,97,1.0,,,1.0,1.0
1019,942,,360000,,,,,1.0,1.0
1020,943,,,39,1.0,,,1.0,1.0
1021,944,,,39,1.0,,,1.0,1.0
1022,945,,,49,1.0,,,1.0,1.0
1023,946,,,27,1.0,,,1.0,1.0
1024,947,1.0,,29,1.0,,,1.0,1.0
1025,948,1.0,,29,1.0,,,1.0,1.0
1026,949,,85000,42,,,,,
1027,950,,110000,80,,,,,
1028,951,,320000,1600,1.0,,,,1.0
1029,952,,450000,800,1.0,,,1.0,1.0
1030,953,,240000,,,,,1.0,1.0
1031,954,,100000,450,,,,,1.0
1032,955,,,680,,,1.0,,1.0
1033,956,2.0,,,,,,,1.0
1034,957,,,,,,,1.0,1.0
1035,958,2.0,,200,,,,1.0,1.0
1036,959,2.0,,200,,,,1.0,1.0
1037,960,2.0,,200,,,,1.0,1.0
1038,961,,,,,,1.0,1.0,1.0
1039,962,,,44,,,1.0,,1.0
1040,963,,,30,,,,,
1041,964,,30.000,,,,,1.0,1.0
1042,965,2.0,,200,,,,1.0,1.0
1044,966,,,180,,,,,1.0
1045,967,,,,,,,1.0,1.0
1046,968,,,,,,,1.0,1.0
1047,969,2.0,,200,,,,1.0,1.0
1048,970,2.0,,200,,,,1.0,1.0
1049,971,2.0,,200,,,,1.0,1.0
1050,972,2.0,,200,,,,1.0,1.0
1051,973,2.0,,200,,,,1.0,1.0
1052,974,,189.000,,,,,1.0,1.0
1053,975,,159.000,,,,,,1.0
1054,976,,162.900,,1.0,,,,1.0
1055,977,,,,1.0,,,,1.0
1057,978,,,,,,,1.0,1.0
1058,979,6.0,,,1.0,1.0,1.0,,1.0
1059,980,,,,1.0,,,,
1060,981,3.0,,3,1.0,1.0,1.0,,1.0
1061,982,1.0,18000,47,1.0,,,1.0,1.0
1062,983,,,,1.0,,,,1.0
1063,984,,,,1.0,,,,1.0
1064,985,,,650,,,,1.0,1.0
1065,986,,,939,,,,,
1066,987,6.0,,600,1.0,,,1.0,1.0
1067,988,,,,,,,,1.0
1068,989,,,,1.0,,,,1.0
1070,990,,,627,1.0,,,1.0,1.0
1071,991,2.0,19.687,30,1.0,,,1.0,1.0
1072,992,2.0,,34,1.0,,,1.0,1.0
1073,993,,,500,,,,,1.0
1074,994,,,68,,,1.0,1.0,1.0
1075,995,3.0,,,,,,1.0,1.0
1076,996,,,,,,,1.0,1.0
1077,997,,,,1.0,,,,1.0
1078,998,,,,,,,,1.0
1079,999,,,530,,,,1.0,1.0
1080,1000,,,700,,,,,1.0
1082,1001,,,750,,,,1.0,1.0
1083,1002,,,130,,,1.0,,1.0
1084,1003,,,,,,,,1.0
1085,1004,,,,,,,1.0,1.0
1086,1005,,,,,,,,1.0
1088,1006,2.0,,,,,1.0,1.0,1.0
1089,1007,,,,,,,1.0,1.0
1091,1008,,,,,,,,1.0
1093,1009,5.0,,128,,,,1.0,1.0
1094,1010,,280000,,,,,1.0,1.0
1095,1011,,90000,,,,,,
1096,1012,,119000,190,,,,,
1097,1013,,95000,,,,,,
1098,1014,,230000,,,,1.0,,1.0
1099,1015,,,,,,,1.0,1.0
1100,1016,,,50,,,,,
1101,1017,5.0,,150,1.0,,,,
1102,1018,,,75,,,,,
1103,1019,,,39,1.0,,,1.0,1.0
1104,1020,,,,,,,,1.0
1105,1021,3.0,130000,,,,,1.0,1.0
1106,1022,,95000,,,,,,
1107,1023,,250000,,,,,,1.0
1108,1024,,65000,,,,,,
1109,1025,3.0,,,1.0,,,,
1110,1026,4.0,150000,250,,,,1.0,1.0
1112,1027,,155000,,,,,1.0,1.0
1114,1028,,180000,340,,,,1.0,1.0
1115,1029,3.0,115,30,,,,,
1116,1030,2.0,85000,,,,,,1.0
1117,1031,,,225,1.0,,,1.0,1.0
1118,1032,,65000,,,,1.0,,1.0
1120,1033,,,50,1.0,,,1.0,1.0
1121,1034,,,,1.0,,,1.0,1.0
1122,1035,2.0,,,,,,1.0,1.0
1123,1036,,,,1.0,,,,1.0
1124,1037,,,,,,,,
1125,1038,1.0,55.900,,1.0,1.0,,,
1126,1039,,,,,,,,1.0
1128,1040,4.0,,,1.0,,,1.0,1.0
1129,1041,,,,,,1.0,,
1130,1042,,275.000,,,,,,
1131,1043,3.0,300.000,,,,,,
1132,1044,6.0,82.000,150,,,,1.0,1.0
1133,1045,,,,1.0,1.0,,,
1134,1046,3.0,,,,,,,
1135,1047,,,,,,,,
1136,1048,,,,1.0,,,,
1137,1049,,,,1.0,,,,
1138,1050,1.0,,,,,,1.0,1.0
1139,1051,2.0,,,,,,1.0,1.0
1140,1052,,,,,,,1.0,1.0
1141,1053,,,,,,,,
1142,1054,2.0,,,,,,,
1143,1055,,,450,1.0,,,1.0,1.0
1144,1056,,,,,,,1.0,1.0
1145,1057,,450.000,,,,,1.0,1.0
1146,1058,,,,,,,,
1147,1059,,,,1.0,,,1.0,1.0
1149,1060,2.0,,44,,,,1.0,1.0
1150,1061,3.0,,,,,,1.0,1.0
1151,1062,,,,,,,,
1152,1063,,,,,,,,
1153,1064,,,,1.0,,,1.0,1.0
1155,1065,,,77,,,1.0,1.0,1.0
1157,1066,,,291,,,,1.0,1.0
1158,1067,,,399,,,,,
1159,1068,,,670,,,,1.0,1.0
1160,1069,,,1060,,,,,1.0
1161,1070,3.0,,58,1.0,,1.0,,1.0
1162,1071,,,685,,,,,1.0
1164,1072,,,80,,,,1.0,1.0
1165,1073,,,772,,,,1.0,1.0
1166,1074,2.0,,58,,,,1.0,1.0
1168,1075,2.0,,50,,,,1.0,1.0
1169,1076,,,101,,,1.0,1.0,1.0
1170,1077,2.0,,58,1.0,1.0,,1.0,1.0
1172,1078,,,144,,,,1.0,1.0
1173,1079,3.0,,70,,,,1.0,1.0
1174,1080,,,1000,,,,1.0,1.0
1175,1081,2.0,,56,,,,1.0,1.0
1176,1082,,15.000,,1.0,,1.0,1.0,1.0
1177,1083,,,,1.0,,1.0,1.0,1.0
1178,1084,,,175,1.0,,,,
1179,1085,,,,,,,1.0,1.0
1180,1086,,,,1.0,,,,
1181,1087,3.0,,,,,,,1.0
1182,1088,2.0,,,,,,1.0,1.0
1183,1089,2.0,,500,,,,1.0,1.0
1184,1090,,35.000,,,,,1.0,1.0
1185,1091,4.0,,,,,,1.0,1.0
1186,1092,,,,,,,1.0,1.0
1187,1093,,,,,,,1.0,1.0
1188,1094,,,1500,,,,,1.0
1189,1095,,,74,,,,,
1190,1096,1.0,,,,,,,1.0
1191,1097,,,1500,,,,,1.0
1192,1098,,,167,,,,1.0,1.0
1193,1099,,,160,,,,1.0,1.0
1194,1100,,,114,,,,1.0,1.0
1195,1101,,,167,,,,1.0,1.0
1196,1102,,,167,,,,1.0,1.0
1197,1103,,,167,,,,1.0,1.0
1198,1104,,,167,,,,1.0,1.0
1199,1105,,,171,,,,1.0,1.0
1200,1106,,,160,,,,1.0,1.0
1201,1107,,,114,,,,1.0,1.0
1202,1108,,,171,,,,1.0,1.0
1203,1109,,,113,,,,1.0,1.0
1204,1110,,,171,,,,1.0,1.0
1205,1111,,,157,,,,1.0,1.0
1206,1112,,,158,,,,1.0,1.0
1207,1113,,,171,,,,1.0,1.0
1208,1114,,,158,,,,1.0,1.0
1209,1115,,,160,,,,1.0,1.0
1210,1116,,,158,,,,1.0,1.0
1211,1117,,,171,,,,1.0,1.0
1212,1118,,,158,,,,1.0,1.0
1214,1119,,,1500,,,,,1.0
1215,1120,,,,,,,,
1216,1121,,,,,,,,
1217,1122,,,,,,,,1.0
1218,1123,2.0,,,,,,,1.0
1219,1124,2.0,,,,,,,
1220,1125,,,,1.0,,,1.0,1.0
1221,1126,3.0,,,,,,1.0,1.0
1222,1127,3.0,,,,,,1.0,1.0
1223,1128,3.0,,,,,,1.0,1.0
1224,1129,2.0,,,,,,1.0,1.0
1225,1130,2.0,,,,,,1.0,1.0
1226,1131,2.0,,,,,,1.0,1.0
1227,1132,,,,,,,1.0,1.0
1228,1133,2.0,,,1.0,,,1.0,1.0
1229,1134,,,,1.0,,,1.0,1.0
1230,1135,,,,,,,,
1231,1136,,,,,,,,
1232,1137,,,,,,,,
1233,1138,,,98,,,,,1.0
1234,1139,,,,1.0,1.0,,1.0,1.0
1236,1140,,,,,,,1.0,1.0
1237,1141,,,,,,,1.0,1.0
1238,1142,,,,1.0,,,1.0,1.0
1239,1143,,,,1.0,,,1.0,1.0
1240,1144,2.0,,,,,,,
1241,1145,,,,,,,1.0,1.0
1242,1146,2.0,,,,,,1.0,1.0
1243,1147,2.0,,,,,,1.0,1.0
1244,1148,2.0,,68,,,,1.0,1.0
1245,1149,,,450,,,,1.0,1.0
1246,1150,4.0,,232,,,,,1.0
1247,1151,4.0,,080,,,,1.0,1.0
1248,1152,4.0,,080,,,,1.0,1.0
1249,1153,,,1500,,,,,1.0
1250,1154,,,1500,,,,,1.0
1251,1155,,,1500,,,,,1.0
1252,1156,,,,1.0,,,1.0,1.0
1253,1157,,,,1.0,,,1.0,1.0
1254,1158,,,,1.0,,,1.0,1.0
1255,1159,,,,1.0,,,1.0,1.0
1256,1160,,,400,,,,,1.0
1257,1161,,,,1.0,,1.0,1.0,1.0
1258,1162,1.0,,,,,,,1.0
1259,1163,,,142,1.0,,,,
1260,1164,,,1500,,,,1.0,1.0
1261,1165,2.0,,,,,,,
1262,1166,,,,1.0,,,1.0,1.0
1263,1167,,,,,,,1.0,1.0
1264,1168,4.0,,,,,,,1.0
1265,1169,4.0,35.000,,,,,1.0,1.0
1266,1170,,,,,,,,1.0
1267,1171,3.0,,86,,,,1.0,1.0
1268,1172,,,912,,,,1.0,1.0
1269,1173,,,,,,,,
1270,1174,2.0,,,,,,,1.0
1271,1175,,,,1.0,,1.0,1.0,1.0
1272,1176,,,,,,1.0,,1.0
1273,1177,2.0,,,1.0,,,1.0,1.0
1274,1178,4.0,,,,,,1.0,1.0
1275,1179,,,,1.0,,,1.0,1.0
1276,1180,2.0,,,,,,1.0,1.0
1277,1181,2.0,,,,,,1.0,1.0
1278,1182,2.0,,,,,,1.0,1.0
1279,1183,2.0,,,,,,1.0,1.0
1280,1184,2.0,,,,,,1.0,1.0
1281,1185,1.0,,,,,,1.0,1.0
1282,1186,,,85,,,,,1.0
1284,1187,2.0,,,,,,,1.0
1285,1188,6.0,,530,,,,1.0,1.0
1286,1189,,,,,,,,1.0
1287,1190,6.0,,529,,,,1.0,1.0
1288,1191,,,200,,,,,1.0
1289,1192,,,,,,,1.0,1.0
1290,1193,3.0,,,,,,1.0,1.0
1291,1194,,,,1.0,,,1.0,1.0
1292,1195,2.0,,,,,,1.0,1.0
1293,1196,,,,1.0,,,,1.0
1294,1197,2.0,,,,,,1.0,1.0
1295,1198,3.0,,,,,,1.0,1.0
1296,1199,,,200,,,,,1.0
1297,1200,2.0,,,,,,1.0,1.0
1298,1201,3.0,,,,,,1.0,1.0
1299,1202,,,200,,,,,1.0
1301,1203,2.0,,,,,,,1.0
1303,1204,2.0,,,,,,,1.0
1305,1205,2.0,,,,,,,1.0
1306,1206,2.0,,,1.0,,,1.0,1.0
1307,1207,2.0,,,1.0,,,1.0,1.0
1308,1208,2.0,,,1.0,,,1.0,1.0
1309,1209,1.0,,,,,,1.0,1.0
1310,1210,1.0,,,,,,1.0,1.0
1311,1211,1.0,,,,,,1.0,1.0
1312,1212,2.0,,,,,,1.0,1.0
1313,1213,2.0,,,,,,1.0,1.0
1314,1214,2.0,,,,,,1.0,1.0
1315,1215,2.0,,,,,,1.0,1.0
1316,1216,2.0,,,,,,1.0,1.0
1317,1217,2.0,,,,,,1.0,1.0
1318,1218,2.0,,,,,,1.0,1.0
1319,1219,2.0,,,,,,1.0,1.0
1320,1220,2.0,,,,,,1.0,1.0
1321,1221,2.0,,,,,,1.0,1.0
1322,1222,2.0,,,,,,1.0,1.0
1323,1223,2.0,,,,,,1.0,1.0
1324,1224,2.0,,116,,,,1.0,1.0
1325,1225,2.0,,12,,,,1.0,1.0
1326,1226,2.0,,12,,,,1.0,1.0
1327,1227,2.0,,,,,,1.0,1.0
1328,1228,2.0,,,,,,1.0,1.0
1329,1229,2.0,,,,,,1.0,1.0
1330,1230,2.0,,,1.0,,,1.0,1.0
1331,1231,2.0,,,1.0,,,1.0,1.0
1332,1232,2.0,,,1.0,,,1.0,1.0
1333,1233,,,,,,1.0,,1.0
1334,1234,,,,,,1.0,,1.0
1335,1235,,,,,,1.0,,1.0
1336,1236,2.0,,,,,,,1.0
1337,1237,2.0,,,,,,,1.0
1338,1238,2.0,,,,,,,1.0
1339,1239,3.0,,,,,,1.0,1.0
1340,1240,5.0,,,,,,,1.0
1341,1241,5.0,,,,,,,1.0
1342,1242,5.0,,,,,,,1.0
1343,1243,5.0,,,,,,,1.0
1344,1244,4.0,35.000,,,,,1.0,1.0
1345,1245,4.0,35.000,,,,,1.0,1.0
1346,1246,4.0,35.000,,,,,1.0,1.0
1347,1247,4.0,35.000,,,,,1.0,1.0
1348,1248,4.0,35.000,,,,,1.0,1.0
1349,1249,4.0,35.000,,,,,1.0,1.0
1350,1250,4.0,,,,,,,1.0
1351,1251,4.0,,,,,,,1.0
1352,1252,4.0,,,,,,,1.0
1353,1253,,,,,,,1.0,1.0
1354,1254,,,,,,,1.0,1.0
1355,1255,,,,,,,1.0,1.0
1356,1256,2.0,,,,,,,
1357,1257,2.0,,,,,,,
1358,1258,2.0,,,,,,,
1359,1259,,,,1.0,,1.0,1.0,1.0
1360,1260,,,,,,,1.0,1.0
1361,1261,,,,1.0,,1.0,1.0,1.0
1362,1262,,,400,,,,,1.0
1363,1263,,,400,,,,,1.0
1364,1264,,,400,,,,,1.0
1365,1265,2.0,,,1.0,,,1.0,1.0
1366,1266,2.0,,,1.0,,,1.0,1.0
1367,1267,2.0,,,1.0,,,1.0,1.0
1368,1268,,,450,,,,1.0,1.0
1369,1269,,,450,,,,1.0,1.0
1370,1270,,,450,,,,1.0,1.0
1371,1271,2.0,,68,,,,1.0,1.0
1372,1272,2.0,,68,,,,1.0,1.0
1373,1273,2.0,,68,,,,1.0,1.0
1374,1274,,,,,,1.0,1.0,1.0
1375,1275,3.0,,,,,,1.0,1.0
1376,1276,,,,,,,1.0,1.0
1377,1277,2.0,,,,,,,1.0
1378,1278,,460.000,,1.0,,,1.0,1.0
1379,1279,2.0,,,,,,,1.0
1380,1280,2.0,,,,,,,1.0
1381,1281,3.0,,,,,,1.0,1.0
1382,1282,2.0,,,,,,1.0,1.0
1383,1283,2.0,,,,,,1.0,1.0
1384,1284,2.0,,,,,,1.0,1.0
1385,1285,2.0,,,,,,1.0,1.0
1386,1286,2.0,,,,,,1.0,1.0
1387,1287,2.0,,,,,,1.0,1.0
1388,1288,,,,,,,1.0,1.0
1389,1289,,,,,,,1.0,1.0
1390,1290,,,,,,,1.0,1.0
1391,1291,2.0,,,,,,,
1392,1292,2.0,,,,,,,
1393,1293,2.0,,,,,,,
1394,1294,2.0,,,1.0,,,1.0,1.0
1395,1295,2.0,,,1.0,,,1.0,1.0
1396,1296,2.0,,,1.0,,,1.0,1.0
1397,1297,1.0,,,,,,,
1398,1298,1.0,,,,,,,
1399,1299,1.0,,,,,,,
1400,1300,1.0,,,,,,,
1401,1301,,,,,,,1.0,1.0
1402,1302,,,,,,,1.0,1.0
1403,1303,,,,,,,1.0,1.0
1404,1304,2.0,,,,,,1.0,1.0
1405,1305,2.0,,,,,,1.0,1.0
1406,1306,2.0,,,,,,1.0,1.0
1407,1307,2.0,,,,,,1.0,1.0
1408,1308,2.0,,,,,,1.0,1.0
1409,1309,,,,1.0,,,1.0,1.0
1410,1310,3.0,,,,,,1.0,1.0
1411,1311,3.0,,,,,,1.0,1.0
1412,1312,3.0,,,,,,1.0,1.0
1413,1313,3.0,,,,,,1.0,1.0
1414,1314,3.0,,,,,,1.0,1.0
1415,1315,3.0,,,,,,1.0,1.0
1416,1316,3.0,,,,,1.0,1.0,1.0
1417,1317,3.0,,,,,1.0,1.0,1.0
1418,1318,,,,1.0,,,1.0,1.0
1419,1319,,,,1.0,,,1.0,1.0
1420,1320,,,,1.0,,,1.0,1.0
1421,1321,2.0,,,,,,,
1422,1322,2.0,,,,,,,
1423,1323,2.0,,,,,,,
1424,1324,2.0,,,,,,,1.0
1425,1325,2.0,,,,,,,1.0
1426,1326,2.0,,,,,,,1.0
1427,1327,,,,,,,,1.0
1428,1328,,,,,,,,1.0
1429,1329,,,,,,,,1.0
1430,1330,,,,,,,,
1431,1331,,,,,,,,
1432,1332,,,,,,,,
1433,1333,,,,,,,,
1434,1334,,,,,,,1.0,1.0
1435,1335,,,,,,,,
1436,1336,,,,,,,,
1437,1337,2.0,,500,,,,1.0,1.0
1438,1338,2.0,,500,,,,1.0,1.0
1439,1339,2.0,,500,,,,1.0,1.0
1440,1340,,,,,,,1.0,1.0
1441,1341,,,,1.0,,,1.0,1.0
1442,1342,2.0,,,,,,,1.0
1443,1343,2.0,,,,,,,1.0
1444,1344,2.0,,,,,,,1.0
1445,1345,,,600,,,,1.0,1.0
1446,1346,2.0,,,,,,,
1447,1347,2.0,,,,,,,
1448,1348,3.0,,,,,,,
1449,1349,4.0,,,,,,,1.0
1450,1350,4.0,,,,,,,1.0
1451,1351,3.0,,,,,,,1.0
1452,1352,4.0,,,,,,,1.0
1453,1353,4.0,,,,,,,1.0
1454,1354,3.0,,,,,,,1.0
1455,1355,3.0,,,,,,,1.0
1456,1356,2.0,,,,,,,
1457,1357,2.0,,,,,,,
1458,1358,3.0,,,,,,,
1459,1359,4.0,,,,,,,1.0
1460,1360,4.0,,,,,,,1.0
1461,1361,3.0,,,,,,,1.0
1462,1362,4.0,,,,,,,1.0
1463,1363,4.0,,,,,,,1.0
1464,1364,3.0,,,,,,,1.0
1465,1365,3.0,,,,,,,1.0
1466,1366,,,,,,,,
1467,1367,,,1,1.0,,,,1.0
1468,1368,1.0,,40,1.0,,,1.0,1.0
1469,1369,1.0,,,1.0,,,,1.0
1470,1370,2.0,,,,,,1.0,1.0
1471,1371,,,,1.0,,,1.0,1.0
1472,1372,,,,,,,,1.0
1473,1373,,,25,,,,1.0,1.0
1475,1374,1.0,,,1.0,,1.0,,1.0
1477,1375,1.0,,,1.0,,,1.0,1.0
1478,1376,,,,,,,1.0,1.0
1479,1377,,,,,,,1.0,1.0
1480,1378,,,,1.0,1.0,,,
1481,1379,,,,,,,,
1482,1380,,,,,,,1.0,1.0
1483,1381,,,,,,,1.0,1.0
1484,1382,,,,,,,,1.0
1485,1383,,,450,,,1.0,1.0,1.0
1486,1384,,,,1.0,,,,
1488,1385,4.0,,,1.0,1.0,,1.0,1.0
1489,1386,,,,1.0,1.0,,,
1490,1387,,,,1.0,,,,
1491,1388,,,,1.0,,,,
1492,1389,,,42,1.0,,,,1.0
1493,1390,3.0,,,1.0,,,,1.0
1494,1391,1.0,23.000,37,,,,1.0,1.0
1495,1392,1.0,23.000,38,1.0,,,1.0,1.0
1496,1393,,,,1.0,,,1.0,1.0
1497,1394,,,,,,,1.0,1.0
1498,1395,,,562,,,,,1.0
1499,1396,1.0,81200,35,1.0,,1.0,,1.0
1500,1397,,148000,80,1.0,1.0,1.0,,
1501,1398,,135000,,,,,,
1502,1399,,95000,,,,,,1.0
